content,annotation,extras
  No and yes :] wanna read it though!,"{'notes': '', 'label': ['0']}",
 What color leaf would you like to be?,"{'notes': '', 'label': ['0']}",
  yeah . i won a car!,"{'notes': '', 'label': ['0']}",
  yes actually. my yearly female doc's visit. this tuesday.. haha,"{'notes': '', 'label': ['0']}",
  Hahahahhaahhaha:D ikrr im a slow american wht more can i say lmfaoo!! hahaha <333 Aww! hahaha,"{'notes': '', 'label': ['0']}",
 if you could change your name to anything you want  what would you call yourself?,"{'notes': '', 'label': ['0']}",
  vanilla.,"{'notes': '', 'label': ['0']}",
 Beetles taste like apples. Do you still like apples?,"{'notes': '', 'label': ['0']}",
 Would you actually want to live forever?,"{'notes': '', 'label': ['0']}",
 Do you consider yourself an animal lover?,"{'notes': '', 'label': ['0']}",
  i honestly think we wake up before opening our eyes. we go thru a REM cycle in our sleep,"{'notes': '', 'label': ['0']}",
 LOOK LIKE DAT GIRL OFF OF THATS SO RAVEN,"{'notes': '', 'label': ['0']}",
  lost in the bed sheets yo,"{'notes': '', 'label': ['0']}",
 do you like bodtf?,"{'notes': '', 'label': ['0']}",
 What&;s the weirdest thing you&;ve ever eaten?,"{'notes': '', 'label': ['0']}",
 who has made you happy,"{'notes': '', 'label': ['0']}",
 i aqree completely aboutt hello kitty !,"{'notes': '', 'label': ['0']}",
  8th grade. Friday night football game with the first guy I ever liked. haha,"{'notes': '', 'label': ['0']}",
  Papapapapa shore do :] haha r I like any thing i can do the robot to haha,"{'notes': '', 'label': ['0']}",
 what was the most awkward situation in your life?,"{'notes': '', 'label': ['0']}",
 Your home alone  you hear someone trying to break in  what do you do?,"{'notes': '', 'label': ['0']}",
 If your eyes reflected everything you have ever don  would you look people in the eyes?,"{'notes': '', 'label': ['0']}",
  Not to my knowledge.,"{'notes': '', 'label': ['0']}",
 What YouTube video made you laugh recently?,"{'notes': '', 'label': ['0']}",
  okayy,"{'notes': '', 'label': ['0']}",
  There is no perfect lol but I suppose with a funny guy-polite  random and spontaneous  maybe a night out at a 70's club and dress up go to dinner before. haha that'd be fun!! :),"{'notes': '', 'label': ['0']}",
  when there is none left :P,"{'notes': '', 'label': ['0']}",
 Do you get along with argumentative people?,"{'notes': '', 'label': ['0']}",
  I just moved!! To my own apartment. So only one for me. haha but the building has 3.,"{'notes': '', 'label': ['0']}",
  not bad haha:] ive had to take 2 minute showers before. ugh those are a challenge haha,"{'notes': '', 'label': ['0']}",
 i never thought I would be friends with ________.,"{'notes': '', 'label': ['0']}",
 Favorite color?,"{'notes': '', 'label': ['0']}",
 Name the most terrifying moment of your life so far.,"{'notes': '', 'label': ['0']}",
  Nice :),"{'notes': '', 'label': ['0']}",
 Do you crack your knuckles?,"{'notes': '', 'label': ['0']}",
  Uhhhhh!!!! OMG! Taquisha? LOL!,"{'notes': '', 'label': ['0']}",
 how long have you gone with out bathing?,"{'notes': '', 'label': ['0']}",
  italian  french  or better at sign language,"{'notes': '', 'label': ['0']}",
  oh gosh. bavarian creme. not whipped. creme! and the kind with the chocolate icing on top. i love those things.,"{'notes': '', 'label': ['0']}",
  And why are you trying to give me advice.?,"{'notes': '', 'label': ['0']}",
 What was the best job you&;ve ever had?,"{'notes': '', 'label': ['0']}",
 If you could ask George W. Bush one question what would it be?,"{'notes': '', 'label': ['0']}",
  ya nd lmao o wow ohkay..So watz ya myspace,"{'notes': '', 'label': ['0']}",
  Me. haha,"{'notes': '', 'label': ['0']}",
 Would you be able to make it through basic training for the military?,"{'notes': '', 'label': ['0']}",
  :D awhh hahaha thanlyou,"{'notes': '', 'label': ['0']}",
 What colour are you nails right now?,"{'notes': '', 'label': ['0']}",
  maybe ?,"{'notes': '', 'label': ['0']}",
 whats your favorite holiday?,"{'notes': '', 'label': ['0']}",
  Success.,"{'notes': '', 'label': ['0']}",
  they can be annoying,"{'notes': '', 'label': ['0']}",
 Y0 D!(K W0obbl3 !n y0ur p@n+$ ?,"{'notes': '', 'label': ['0']}",
  Willow. Come lay under me children :] Over a lake or something. that'd be rad sweet :],"{'notes': '', 'label': ['0']}",
  i have no clue,"{'notes': '', 'label': ['0']}",
  Nope. I dont do that. lol too expensive. i have other thing i could put that money toward.,"{'notes': '', 'label': ['0']}",
 Do you like blue cheese?,"{'notes': '', 'label': ['0']}",
 best memory with your friends (place  when  what you did),"{'notes': '', 'label': ['0']}",
 Texas is the best state(: Everything is bigger AND better in Texas!!! Bahah,"{'notes': '', 'label': ['0']}",
  Hmm..depends on if my toes are cutesied up and the outfit ;] but usually sneakers,"{'notes': '', 'label': ['0']}",
 Current worry?,"{'notes': '', 'label': ['0']}",
  nooo. id find it interesting to be honest.,"{'notes': '', 'label': ['0']}",
 you&;r,"{'notes': '', 'label': ['0']}",
  IDK. My parents are  okay let me restart..My mother is relentless. My Dad knows me quite well actually. My mother just doesn't like the thought of me having a mind and using it. Ha. its annoying but hey  its not like we can choose our parents.,"{'notes': '', 'label': ['0']}",
  Mmm... ROOT BEER! haha my fav drink eva! POW,"{'notes': '', 'label': ['0']}",
 Have you ever gotten fired from a job?,"{'notes': '', 'label': ['0']}",
 How do you pass time while traveling in the car for a long amount of time?,"{'notes': '', 'label': ['0']}",
  duh im da freak of da town,"{'notes': '', 'label': ['0']}",
 what were you in middle school?(emo/prep/jock etc?) ya know. lol,"{'notes': '', 'label': ['0']}",
 I am off for the night. I have to try to get some sleep. Leave me things? Thank you! <3,"{'notes': '', 'label': ['0']}",
  heart,"{'notes': '', 'label': ['0']}",
 Who was the best teacher you&;ve ever had?,"{'notes': '', 'label': ['0']}",
 What was the worst place you&;ve traveled to?,"{'notes': '', 'label': ['0']}",
 Who and when was your first kiss?,"{'notes': '', 'label': ['0']}",
 What is your favourite ride at an amusement park?,"{'notes': '', 'label': ['0']}",
  Hahaha wht are u tlkn bout girl!,"{'notes': '', 'label': ['0']}",
  it bounces off the immovable object  :P,"{'notes': '', 'label': ['0']}",
  Ahaha!!! Yess of course aint dat rite @TruAce ?!?! Haha He so awesome tho! BCK OFF lol jk,"{'notes': '', 'label': ['0']}",
  not that i can think of,"{'notes': '', 'label': ['0']}",
 What was the happiest moment in your life?,"{'notes': '', 'label': ['0']}",
 What word describes you best?,"{'notes': '', 'label': ['0']}",
  you text mee,"{'notes': '', 'label': ['0']}",
 If you could eliminate one thing you do each day in the bathroom so you never had to do it again  what would it be?,"{'notes': '', 'label': ['0']}",
 what&;s your favorite tv show?,"{'notes': '', 'label': ['0']}",
  KFC mashed potatoe bowl :),"{'notes': '', 'label': ['0']}",
  its not.,"{'notes': '', 'label': ['0']}",
 If you could be invited to one person&;s birthday party  whose would it be?,"{'notes': '', 'label': ['0']}",
  It's totally fine  don't worry about it :)),"{'notes': '', 'label': ['0']}",
  high heels :],"{'notes': '', 'label': ['0']}",
  happiness. always.,"{'notes': '', 'label': ['0']}",
  Smile. Ethnicity. Eyes. in that order the most. and my least favorite feature would be my height  but only because forever I wanted to be a model and in America you have to be likeee 7' anorexic giraffe. hahhaa,"{'notes': '', 'label': ['0']}",
  who wrote that please reply lol,"{'notes': '', 'label': ['0']}",
 Do certain peoples lives have certain worth to you? Such as a prostiture  a killers...ect.,"{'notes': '', 'label': ['0']}",
  i wish i did.,"{'notes': '', 'label': ['0']}",
  :D thank you gurl/boy ? I really appreciate it!<33,"{'notes': '', 'label': ['0']}",
 Do you wanna be my bestfriend? (last question) Spam back if you wanna lates!!!,"{'notes': '', 'label': ['0']}",
 favorite song,"{'notes': '', 'label': ['0']}",
 Favorite Sesame Street Character?,"{'notes': '', 'label': ['0']}",
  nope. :),"{'notes': '', 'label': ['0']}",
 Then report Cheyenne if your the real deal!!!! Vvv btw your cute jbatman (;,"{'notes': '', 'label': ['0']}",
  Cheetos!!! Soo cheeseyyy :),"{'notes': '', 'label': ['0']}",
 Would you ever have a long distance relationship?,"{'notes': '', 'label': ['0']}",
 wtf ? V,"{'notes': '', 'label': ['0']}",
 Who pays your phone bill? :],"{'notes': '', 'label': ['0']}",
 are you the person you want to be?,"{'notes': '', 'label': ['0']}",
  i dont believe so. only that i would help more than i do now.,"{'notes': '', 'label': ['0']}",
 and why is that?,"{'notes': '', 'label': ['0']}",
  haha ok it'll be our secret,"{'notes': '', 'label': ['0']}",
 (:,"{'notes': '', 'label': ['0']}",
  no lol. ive collected stickers but not the ones on the fruit lol,"{'notes': '', 'label': ['0']}",
 Joie is beautifulllll. :),"{'notes': '', 'label': ['0']}",
 i still think your hot,"{'notes': '', 'label': ['0']}",
  Ohhkayy! First offf i was playin  i mean he is a really nice person dnt kno him like all that! Bhut u should ask him!,"{'notes': '', 'label': ['0']}",
 What does it take for you to argue with someone?,"{'notes': '', 'label': ['0']}",
  No...,"{'notes': '', 'label': ['0']}",
 If you were a worm  how long would you be?,"{'notes': '', 'label': ['0']}",
  most of the time,"{'notes': '', 'label': ['0']}",
 spam 4 spam?,"{'notes': '', 'label': ['0']}",
  i can play a little guitar and learning the violin,"{'notes': '', 'label': ['0']}",
  lol how,"{'notes': '', 'label': ['0']}",
 Why is there so much hate on FS?,"{'notes': '', 'label': ['0']}",
 what is the oddest place you have been with out a shirt on?,"{'notes': '', 'label': ['0']}",
  haha yeah probably.,"{'notes': '', 'label': ['0']}",
  so how ya ben???,"{'notes': '', 'label': ['0']}",
  umm im not sure lol i will check my music if i have none of there songs they are lol and............ i have none lol so theres ur answer ha. who wrote this? =],"{'notes': '', 'label': ['0']}",
  because it is fucking awesome :D,"{'notes': '', 'label': ['0']}",
  Are you anonymous?,"{'notes': '', 'label': ['0']}",
  coronas! <3 so beer would be the answer :D,"{'notes': '', 'label': ['0']}",
 If parents say  &quot;Never take candy from strangers&quot; then why do we celebrate Halloween?,"{'notes': '', 'label': ['0']}",
  BAD! the world without bees would mean we would die out in about 5 yrs..thats really bad! :(r SAVE THE BEES!,"{'notes': '', 'label': ['0']}",
 Since some of you want me to spam them ill spam 10 qs ok if you dont want them ill unfollow you but hit me up quick!!! :)),"{'notes': '', 'label': ['0']}",
  depends on the question really but both :),"{'notes': '', 'label': ['0']}",
  I lovee youu<33,"{'notes': '', 'label': ['0']}",
  probably my last week in idaho  i had alot of fun,"{'notes': '', 'label': ['0']}",
  hahaha i dont know it. i think i need to research some of the carrie underwood songs before i go lol,"{'notes': '', 'label': ['0']}",
 What&;s your song of the day?,"{'notes': '', 'label': ['0']}",
 what fascinates you?,"{'notes': '', 'label': ['0']}",
  Lol youu already knoow(;,"{'notes': '', 'label': ['0']}",
  Well..currently its 6:54 am. My love just left for work and im on formspring answering my 38 questions. Thank you. haha Sup with you? :],"{'notes': '', 'label': ['0']}",
  i hope youur telling me a lyric to a songg ;D lmao .,"{'notes': '', 'label': ['0']}",
 is you? BEAUTIFUL!! ;D http://www.e-castig.com/index.php?r=v1og5,"{'notes': '', 'label': ['0']}",
 N!GG@ YUH K!ND@ GOT DAT LIL WAYNE THANG GO!N 0N,"{'notes': '', 'label': ['0']}",
  idk haha,"{'notes': '', 'label': ['0']}",
  Spring(:,"{'notes': '', 'label': ['0']}",
  Yes it is :],"{'notes': '', 'label': ['0']}",
  alien brains. go figure haha,"{'notes': '', 'label': ['0']}",
 What can you smell right now?,"{'notes': '', 'label': ['0']}",
  yew neva seen mi dik nd lol thankz,"{'notes': '', 'label': ['0']}",
 whwhwhwhoa just slow down. huh!? what do you mean they blew up the death star? f*****ck! F*ck! F*ck! F*ck! F*ck! F*ck! whos they? what the hell is an aluminum falcon,"{'notes': '', 'label': ['0']}",
 What&;s a subject you wish you knew more about?,"{'notes': '', 'label': ['0']}",
  im sure. people find anyting to talk about for everyone.,"{'notes': '', 'label': ['0']}",
 How often do you get sick?,"{'notes': '', 'label': ['0']}",
  Wow awesome question....I think my best achievement would be &quot;Finding who i am&quot; thats thee most important!!<33,"{'notes': '', 'label': ['0']}",
  Nahh hates a strong word.,"{'notes': '', 'label': ['0']}",
 does anyone sang you a song on public? if so  describe he did it,"{'notes': '', 'label': ['0']}",
  Nope.,"{'notes': '', 'label': ['0']}",
 G!v3 m3 d@+ f3r0c!0u$ d!(k,"{'notes': '', 'label': ['0']}",
 Would you rather swim in a pool or the ocean?,"{'notes': '', 'label': ['0']}",
 guess,"{'notes': '', 'label': ['0']}",
  i really like my friend.r but its complicated.,"{'notes': '', 'label': ['0']}",
  about sheep,"{'notes': '', 'label': ['0']}",
  not that long haha,"{'notes': '', 'label': ['0']}",
 hi my name is nico and im a total studd ;D u2665,"{'notes': '', 'label': ['0']}",
  haha thanks. I hear that a bit.,"{'notes': '', 'label': ['0']}",
 Do you have a specific work-out routine?..if  not  how do you keep in shape? [mentally and physically  speaking].,"{'notes': '', 'label': ['0']}",
 What would be harder for you  to tell someone you love them or that you do not love them back?,"{'notes': '', 'label': ['0']}",
  Not in a hey lets get drunk and puke our guts out  not remember anything tomorrow and have a headache kind of girl. r Just a laugh at everything for no reason  do the random robot in public  social in every aspect kind of party girl :],"{'notes': '', 'label': ['0']}",
 Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????,"{'notes': '', 'label': ['0']}",
 Do you eat breakfast daily?,"{'notes': '', 'label': ['0']}",
 if you and jaybee got married and have kids i actually think  the kids would be cute. just saying.,"{'notes': '', 'label': ['0']}",
  i dont want to date marry anyone,"{'notes': '', 'label': ['0']}",
  I believe both are good :) i had an awesome elaborate answer to this but formspring didnt make it show up so that is all.,"{'notes': '', 'label': ['0']}",
 Do you want to start over with anyone?,"{'notes': '', 'label': ['0']}",
  The earth. People's feelings. the way others react to people having a bad day. Kids :] Learning new things all the time.,"{'notes': '', 'label': ['0']}",
 wutt if yu gawt pregnaant?,"{'notes': '', 'label': ['0']}",
  hmm..i dont think there is anyone.,"{'notes': '', 'label': ['0']}",
  a.job.being good pfffft.,"{'notes': '', 'label': ['0']}",
  hahahahahahaha  its a curse i wish i could yell at you :) ha. i love you to :) annnddd thankyou,"{'notes': '', 'label': ['0']}",
  No? show your face.,"{'notes': '', 'label': ['0']}",
  Yes. But well no..i guess everythings an experience and i wouldnt have learned from the time spent with someone so NO. lol,"{'notes': '', 'label': ['0']}",
 Do yew have a boyfran? :],"{'notes': '', 'label': ['0']}",
 What TV show do you wish would go off the air for good?,"{'notes': '', 'label': ['0']}",
 When you were little did you ever go ahhh infront of the fan?,"{'notes': '', 'label': ['0']}",
  nopee,"{'notes': '', 'label': ['0']}",
  people writing nice things about me and funny stuff lol :),"{'notes': '', 'label': ['0']}",
  umm a homeless guys with blackberry haha,"{'notes': '', 'label': ['0']}",
 484 264 3364 ; you should call me.,"{'notes': '', 'label': ['0']}",
 You discover a beautiful island upon which you may build your own society. You make the rules. What is the first rule you put into place?,"{'notes': '', 'label': ['0']}",
  Yes!? Wouldn't you. hahahhaha,"{'notes': '', 'label': ['0']}",
 Would you ever drunk drive?,"{'notes': '', 'label': ['0']}",
 How do you feel right now?,"{'notes': '', 'label': ['0']}",
 what&;re you holding in your photo? lol just curious :],"{'notes': '', 'label': ['0']}",
  Where am I from? Ohio in the united states. I was born in Louisiana.,"{'notes': '', 'label': ['0']}",
 ily<$$(:,"{'notes': '', 'label': ['0']}",
 Who&;s the funniest person you know?,"{'notes': '', 'label': ['0']}",
  nahh,"{'notes': '', 'label': ['0']}",
 did you &quot;celebrate&quot; 4/20.?r lol,"{'notes': '', 'label': ['0']}",
  yes.,"{'notes': '', 'label': ['0']}",
 i love you!,"{'notes': '', 'label': ['0']}",
  haha umm thats on the outside for people to buy beauty is on the skinny models but inside the store there's more for all shapes and beauty is really on the inside. the inside just doesnt sell,"{'notes': '', 'label': ['0']}",
  I dont even want to talk about it. and stress is overrated. i just dont like to think about it,"{'notes': '', 'label': ['0']}",
 I just have to say  I do -NOT- believe the Earth will actually end. It is a quote from one of my favorite  thought-provoking movies named Donnie Darko. It&;s not a &;2012&; movie  either. You&;d have to see it.,"{'notes': '', 'label': ['0']}",
 I show yuh a hot azz tym. I kan doezz ne thang u want,"{'notes': '', 'label': ['0']}",
  An eagle definantly.,"{'notes': '', 'label': ['0']}",
  i dont have a dream job anymore so i dont no.,"{'notes': '', 'label': ['0']}",
  ummm no its anonymous..................haha,"{'notes': '', 'label': ['0']}",
 yew miss mhe lolss,"{'notes': '', 'label': ['0']}",
 How many chairs are at your dining room table?,"{'notes': '', 'label': ['0']}",
 I have fallopian tubes.,"{'notes': '', 'label': ['0']}",
  ummmmmmm  im not sure about the nicest. but ive tourn someone down with words pretty well. so thats the worst.,"{'notes': '', 'label': ['0']}",
  nope,"{'notes': '', 'label': ['0']}",
  once. unless im super active.,"{'notes': '', 'label': ['0']}",
  I think thanksgiving. No gifts and stress. and tonss of FOOD! :] everyone just getting together to hang out and be with each other  thanking for everything we've all got. :] I love it.,"{'notes': '', 'label': ['0']}",
  i hate you.,"{'notes': '', 'label': ['0']}",
 What was the most painful thing you had to tell someone?,"{'notes': '', 'label': ['0']}",
 If you give money to charity  which one do you usually give to?,"{'notes': '', 'label': ['0']}",
  I think it was horrible and people forget that things like that have happened! It happened for reasons unbelievable but im sure its because the kid wanted attention and was just acting out in an insane way. Its hard to know why it really happened.,"{'notes': '', 'label': ['0']}",
  i didnt reallly get into trouble so much in school. I got a like 4 detentions for being tardy in the mornings. hahaha i was bad for that.,"{'notes': '', 'label': ['0']}",
  queensland.,"{'notes': '', 'label': ['0']}",
 Is there one thing all of your love interests have had in common?,"{'notes': '', 'label': ['0']}",
 duhh . im da only onee dhatt typee likee dhatt !,"{'notes': '', 'label': ['0']}",
  yes i think so,"{'notes': '', 'label': ['0']}",
 What do you think happens to the missing socks that disappear in the dryer?,"{'notes': '', 'label': ['0']}",
  me and justin are married  i am not divorsing him for you mr. anominous. hahahahah your probably a creepy old man... or lady..,"{'notes': '', 'label': ['0']}",
 yeh you r right... how should the 1 be?? i have no bf too!:),"{'notes': '', 'label': ['0']}",
 When was the last time something slipped out of your mouth? (WORD WISE.),"{'notes': '', 'label': ['0']}",
 Would you get mad if i sprayed shaving cream all over your face?? I would!!!,"{'notes': '', 'label': ['0']}",
 Do you make the jokes or laugh at them?,"{'notes': '', 'label': ['0']}",
  I collected beanie babies when i was younger :) loved them had cases for them and everything!!,"{'notes': '', 'label': ['0']}",
  sometimes.,"{'notes': '', 'label': ['0']}",
  ya digg,"{'notes': '', 'label': ['0']}",
 Do you cry often or keep it inside?,"{'notes': '', 'label': ['0']}",
 do you think youre more serious or sarcastic?,"{'notes': '', 'label': ['0']}",
  play tricks on people hahaha,"{'notes': '', 'label': ['0']}",
  Yes she is by blood. Always has  always will be :),"{'notes': '', 'label': ['0']}",
  Nope.,"{'notes': '', 'label': ['0']}",
  musician :D,"{'notes': '', 'label': ['0']}",
  i got a ipod  ipod dock  clothes and other crap lol =],"{'notes': '', 'label': ['0']}",
 What is the kindest  most generous act you&;ve ever done?,"{'notes': '', 'label': ['0']}",
 you a big time texter?,"{'notes': '', 'label': ['0']}",
 Did you ever have a embarrassing moment at school?,"{'notes': '', 'label': ['0']}",
  umm idk,"{'notes': '', 'label': ['0']}",
 Miley &amp; Bieber!!!,"{'notes': '', 'label': ['0']}",
 How often do you have days where it feels like everything goes wrong?,"{'notes': '', 'label': ['0']}",
  I like my ma's homemade chicken noodle soup :],"{'notes': '', 'label': ['0']}",
  no but i wanna,"{'notes': '', 'label': ['0']}",
  King tut. how he built the pyrmids?,"{'notes': '', 'label': ['0']}",
 Does it bother you when people ask you questions and the answer is in your bio?,"{'notes': '', 'label': ['0']}",
 If you people really still think that Tabi&;s fake  go look at her dang MySpace. -.-,"{'notes': '', 'label': ['0']}",
  Dependss .,"{'notes': '', 'label': ['0']}",
  thankyou :),"{'notes': '', 'label': ['0']}",
  HOE-ISHNESS! lol um prob. stupid bitches and SIN! i just sinned!Opppzz,"{'notes': '', 'label': ['0']}",
  naw,"{'notes': '', 'label': ['0']}",
  Not currently. :/,"{'notes': '', 'label': ['0']}",
 Spontaneity or stability?,"{'notes': '', 'label': ['0']}",
  Jonas Brothers Concert 8/13/09 ;D I still love em bhut Justin bieber is thee shit!,"{'notes': '', 'label': ['0']}",
 In your eyes what drives people to use drugs?,"{'notes': '', 'label': ['0']}",
 jabbawockeez.. what do you think about them?,"{'notes': '', 'label': ['0']}",
 What last made you laugh?,"{'notes': '', 'label': ['0']}",
  Umm.. Long time ago bhut i was like 5 or 6 haha Cory!,"{'notes': '', 'label': ['0']}",
  dove chocolate. haha,"{'notes': '', 'label': ['0']}",
 lakerss bbbyyyyy<3 2O1O<3,"{'notes': '', 'label': ['0']}",
  nahhh,"{'notes': '', 'label': ['0']}",
 sorry that was funny. &quot;playa playa&quot; ahah. :p,"{'notes': '', 'label': ['0']}",
 ohkay wht if shee didntt have an ass  butt she whud kuute  &amp; yall was feelin eachothuh .?,"{'notes': '', 'label': ['0']}",
  Mwahaha!!! Sweet thang! i love it!!,"{'notes': '', 'label': ['0']}",
 If you were to be reborn who would you want to be born as?,"{'notes': '', 'label': ['0']}",
 Who&;s the most famous person you&;ve met?,"{'notes': '', 'label': ['0']}",
 Favorite SNL (Saturday Night Live) cast member ever?,"{'notes': '', 'label': ['0']}",
  nah,"{'notes': '', 'label': ['0']}",
  why yess i do.,"{'notes': '', 'label': ['0']}",
 Does it bother you that travesti immitate your favorite singers?,"{'notes': '', 'label': ['0']}",
 I thought about how mothers feed their babies with tiny little spoons and forks so I wondered what do Chinese mothers use? Toothpicks?,"{'notes': '', 'label': ['0']}",
 Have you been in a serious fight?,"{'notes': '', 'label': ['0']}",
  My mind.,"{'notes': '', 'label': ['0']}",
 no  i mean LIKE LIKE,"{'notes': '', 'label': ['0']}",
 What annoys you about living where you live now?,"{'notes': '', 'label': ['0']}",
 I LOVE ADTR! VvV They&;re my fav. I know every song by heart.,"{'notes': '', 'label': ['0']}",
  no,"{'notes': '', 'label': ['0']}",
  D: well who is this?,"{'notes': '', 'label': ['0']}",
  WHO DOESNT!!(:,"{'notes': '', 'label': ['0']}",
  Hands.,"{'notes': '', 'label': ['0']}",
  no  im sorry :/ i like guyssss,"{'notes': '', 'label': ['0']}",
  haha thanks.,"{'notes': '', 'label': ['0']}",
 If you ran the world...what would it be like?,"{'notes': '', 'label': ['0']}",
  he doesnt really ask but i think its because he doesnt want to talk about his past. we know of the jist of them though.,"{'notes': '', 'label': ['0']}",
  very much so!,"{'notes': '', 'label': ['0']}",
 what do you think could cause you to explode?,"{'notes': '', 'label': ['0']}",
 How do you feel when you have a hunch someone&;s not paying attention to what you have to say?,"{'notes': '', 'label': ['0']}",
  Dont know of any off the top of my head.,"{'notes': '', 'label': ['0']}",
  thats nice to no lol=],"{'notes': '', 'label': ['0']}",
 Beep.hello moto.its TEEANNUHH. Do u hav stds?,"{'notes': '', 'label': ['0']}",
  haha i did? lmfao  i have better things to do.,"{'notes': '', 'label': ['0']}",
 did you wink at all today? to who?,"{'notes': '', 'label': ['0']}",
  cool.,"{'notes': '', 'label': ['0']}",
  Most of the time :],"{'notes': '', 'label': ['0']}",
  Mmmhm!(:,"{'notes': '', 'label': ['0']}",
  yes.,"{'notes': '', 'label': ['0']}",
  yes i do.,"{'notes': '', 'label': ['0']}",
  yes.,"{'notes': '', 'label': ['0']}",
 isnt lindsay just the best.??:D and im sure you love her 10 different laughs(: haha i love you big booty hoe.!,"{'notes': '', 'label': ['0']}",
 What is the craziest thing you have seen lately?,"{'notes': '', 'label': ['0']}",
 Do you like to go out in the rain?,"{'notes': '', 'label': ['0']}",
  yes. if square aliens came to see us. hahaha or if the tractors would get more creative..one of the two! :),"{'notes': '', 'label': ['0']}",
  a debatable question.,"{'notes': '', 'label': ['0']}",
  Im not a nurse yet. But I would say the neverending need to keep helping people. Its more than the average person could do... r Maybe this way  I can make a difference. If not in the world  in someone's life. :],"{'notes': '', 'label': ['0']}",
  Wild flowers. <3,"{'notes': '', 'label': ['0']}",
  Lemon :] hahaha,"{'notes': '', 'label': ['0']}",
  :) who is this? haha,"{'notes': '', 'label': ['0']}",
 Is French kissing in France just called kissing?,"{'notes': '', 'label': ['0']}",
 If you knew someone was going to die would you tell them?,"{'notes': '', 'label': ['0']}",
  if i had to no them kayla......if i didnt.......andy clemmensen haha.,"{'notes': '', 'label': ['0']}",
 Howu2019s your mood today?,"{'notes': '', 'label': ['0']}",
  um why not haha jks :),"{'notes': '', 'label': ['0']}",
  Doug!!!!!!!,"{'notes': '', 'label': ['0']}",
 If you could change something about yourself  what would you change and why?,"{'notes': '', 'label': ['0']}",
  Love you too april hahaha,"{'notes': '', 'label': ['0']}",
  yea but the tears  and water come together :P,"{'notes': '', 'label': ['0']}",
 Tabigale,"{'notes': '', 'label': ['0']}",
 Do you think people that are curious about when the world is going to end are morbid?,"{'notes': '', 'label': ['0']}",
 Favorite radio station?,"{'notes': '', 'label': ['0']}",
  when I was a child without any worries :] everything was awesome and all things you did were cute.,"{'notes': '', 'label': ['0']}",
 do you ever think of an amazing song from the 80s or 90s or something and wonder if it would still be big if it was released now for the first time?,"{'notes': '', 'label': ['0']}",
  currently i like the frequency 94.9,"{'notes': '', 'label': ['0']}",
  idk yet. prolly no one cause my boo wont cook anymore for some odd reason and im sick so i wont be eating. usually i do but here lately i havent ate much,"{'notes': '', 'label': ['0']}",
 i lovee joiee<3,"{'notes': '', 'label': ['0']}",
  audrey hepburn,"{'notes': '', 'label': ['0']}",
  Sugary and fast foods have a bad effect on your health  you still eat them dont you??!?!?!,"{'notes': '', 'label': ['0']}",
  yes.,"{'notes': '', 'label': ['0']}",
 what would you like for your birthday? :),"{'notes': '', 'label': ['0']}",
 how did you spend your 2 weeks time with out formspring?,"{'notes': '', 'label': ['0']}",
  yes. and i never find it when im looking for it. only days later to find it in the most obvious spot ever.,"{'notes': '', 'label': ['0']}",
  i have no money,"{'notes': '', 'label': ['0']}",
 Aleeeexis&amp;&amp;<3 Wooah babyyyyy girl! =] I miss u alotta. I dunnt gotz my phizzle ;p wee neeeeeeed 2 hang again!!?!?!!? Reeemembr whn. We went shoppn????! Bahahaha u wants all those Bob Marley thingys N Rastaaa???<33 bahaha well &quot;one love&quot; haaa  -Andrea,"{'notes': '', 'label': ['0']}",
  They don't feel. Theyre are wayy to many people in this world that don't truly care if they hurt anothers feelings. And its like it makes them feel better about themself. But in reality  they're only insecure about something they have to deal with  whether it be personally or physically or emotionally..just because your not happy with yourself  doesn't mean you should try to make others feel worse about themselves. But that is just my opinion and what do I know. Friendliness only gets a slap in the face more often than not. :] pass it on haha,"{'notes': '', 'label': ['0']}",
 Have you ever played Candy man?,"{'notes': '', 'label': ['0']}",
  nope.,"{'notes': '', 'label': ['0']}",
  Quit my job of a year and half at Kroger to go on a girls vacation after I graduated to panama city  fl. :) I did it in two days and took the money I had to go have fun,"{'notes': '', 'label': ['0']}",
  lmaoo!!!!,"{'notes': '', 'label': ['0']}",
 Ever felt that no one relates to you?,"{'notes': '', 'label': ['0']}",
 Have you ever been to Hollywood  CA?,"{'notes': '', 'label': ['0']}",
  by one self insecure person that needs the voice of others degrading ones they are intimidated by ..,"{'notes': '', 'label': ['0']}",
 what is a z job?,"{'notes': '', 'label': ['0']}",
 y0 d!(K !s$$$zz f3r0usi0s,"{'notes': '', 'label': ['0']}",
 What did you think of Eminems video for &quot;Love the way you lie&quot; (ft Rihanna)?,"{'notes': '', 'label': ['0']}",
  timothy. and my fishy Arnold. :) I named him Arnold after the tv show hey! arnold. Have you seen that movie?haha,"{'notes': '', 'label': ['0']}",
  yess its very unfortunate :),"{'notes': '', 'label': ['0']}",
  a nevershoutnever video,"{'notes': '', 'label': ['0']}",
  idk haha :P it probably is el torito  at least thats what i can think of lol,"{'notes': '', 'label': ['0']}",
 How do you get cold sores? Are they really herpes?r,"{'notes': '', 'label': ['0']}",
  (: Taelin Walker Webb <3,"{'notes': '', 'label': ['0']}",
